Timestamp,Temperature_C,Humidity_Percent,Air_Quality_Value
2013-12-08,9.87,59.9,138
2013-12-09,9.77,49.0,84
2013-12-10,14.53,39.2,148
2013-12-11,5.78,68.5,116
2013-12-12,6.07,56.9,83
2013-12-13,5.75,44.4,63
2013-12-14,16.74,50.9,110
2013-12-15,16.69,38.2,191
2013-12-16,9.13,43.9,96
2013-12-17,13.41,62.4,161
2013-12-18,17.28,53.8,143
2013-12-19,17.0,51.4,117
2013-12-20,14.37,51.8,161
2013-12-21,16.05,59.1,153
2013-12-22,12.56,46.5,163
2013-12-23,8.92,38.7,128
2013-12-24,15.78,54.1,102
2013-12-25,11.59,65.5,119
2013-12-26,15.06,38.6,147
2013-12-27,14.21,41.4,94
2013-12-28,13.17,56.2,116
2013-12-29,15.91,65.8,190
2013-12-30,16.86,50.8,62
2013-12-31,10.4,37.3,176
2014-01-01,12.76,64.2,178
2014-01-02,15.33,67.4,120
2014-01-03,13.38,66.6,152
2014-01-04,6.28,42.6,168
2014-01-05,8.15,68.4,72
2014-01-06,5.67,59.1,194
2014-01-07,13.48,41.8,158
2014-01-08,5.82,36.5,152
2014-01-09,11.67,58.4,107
2014-01-10,12.34,56.4,149
2014-01-11,16.04,35.5,199
2014-01-12,9.58,59.6,63
2014-01-13,16.54,48.8,84
2014-01-14,13.71,37.1,200
2014-01-15,5.28,68.3,120
2014-01-16,14.28,51.1,56
2014-01-17,7.44,65.2,94
2014-01-18,13.63,48.3,195
2014-01-19,14.86,62.7,164
2014-01-20,11.06,47.4,89
2014-01-21,5.38,53.5,175
2014-01-22,9.73,36.7,121
2014-01-23,16.32,67.9,181
2014-01-24,10.89,61.4,74
2014-01-25,11.1,42.0,59
2014-01-26,15.39,37.0,51
2014-01-27,5.16,57.0,165
2014-01-28,5.97,56.5,191
2014-01-29,15.61,58.0,128
2014-01-30,17.11,39.7,83
2014-01-31,16.61,57.3,140
2014-02-01,17.94,45.6,129
2014-02-02,15.95,67.4,94
2014-02-03,5.6,54.2,144
2014-02-04,11.05,61.5,109
2014-02-05,5.55,56.0,186
2014-02-06,15.34,65.8,183
2014-02-07,12.67,44.8,164
2014-02-08,8.85,46.0,88
2014-02-09,11.72,45.1,166
2014-02-10,11.89,65.8,73
2014-02-11,12.16,36.3,131
2014-02-12,5.06,44.0,81
2014-02-13,5.68,65.1,68
2014-02-14,7.79,45.0,144
2014-02-15,13.25,48.2,189
2014-02-16,5.55,64.7,89
2014-02-17,12.96,37.1,57
2014-02-18,8.62,37.4,62
2014-02-19,8.39,56.8,95
2014-02-20,15.81,68.6,88
2014-02-21,7.12,38.4,172
2014-02-22,17.2,57.4,135
2014-02-23,10.34,53.0,143
2014-02-24,10.03,50.3,53
2014-02-25,6.08,64.3,138
2014-02-26,9.1,41.7,80
2014-02-27,8.85,56.4,121
2014-02-28,17.59,64.3,127
2014-03-01,27.52,41.4,85
2014-03-02,21.74,44.2,142
2014-03-03,21.54,46.2,148
2014-03-04,26.57,43.4,124
2014-03-05,29.07,59.0,182
2014-03-06,23.84,48.1,139
2014-03-07,19.51,48.4,125
2014-03-08,26.02,38.7,64
2014-03-09,20.5,37.7,92
2014-03-10,18.81,56.2,105
2014-03-11,23.22,37.5,183
2014-03-12,29.15,39.1,124
2014-03-13,21.66,59.2,170
2014-03-14,25.93,52.0,169
2014-03-15,25.51,46.1,146
2014-03-16,26.86,41.8,195
2014-03-17,28.36,36.9,75
2014-03-18,25.02,56.2,86
2014-03-19,25.11,40.0,139
2014-03-20,19.76,57.6,187
2014-03-21,22.16,44.6,148
2014-03-22,25.14,38.9,65
2014-03-23,24.86,40.2,143
2014-03-24,18.29,57.5,134
2014-03-25,19.23,42.5,129
2014-03-26,23.14,35.9,88
2014-03-27,27.58,38.1,178
2014-03-28,18.46,36.8,155
2014-03-29,21.36,59.9,138
2014-03-30,25.83,40.2,87
2014-03-31,23.66,56.3,148
2014-04-01,19.74,58.7,82
2014-04-02,23.93,46.1,181
2014-04-03,23.07,59.5,119
2014-04-04,25.74,44.8,199
2014-04-05,20.55,36.8,94
2014-04-06,23.25,55.1,67
2014-04-07,20.42,42.1,94
2014-04-08,19.66,51.9,167
2014-04-09,19.01,55.9,128
2014-04-10,27.33,40.1,119
2014-04-11,19.14,35.1,195
2014-04-12,24.32,60.0,60
2014-04-13,23.78,52.1,89
2014-04-14,22.15,55.0,136
2014-04-15,23.78,54.6,122
2014-04-16,20.03,51.0,71
2014-04-17,29.84,56.5,152
2014-04-18,23.11,38.9,64
2014-04-19,27.41,44.3,196
2014-04-20,29.96,42.7,50
2014-04-21,18.12,47.4,78
2014-04-22,18.17,36.9,68
2014-04-23,19.91,57.2,51
2014-04-24,19.14,48.4,81
2014-04-25,21.93,52.5,145
2014-04-26,29.69,46.4,65
2014-04-27,22.92,35.9,120
2014-04-28,29.17,59.8,113
2014-04-29,26.48,41.9,150
2014-04-30,19.12,46.0,119
2014-05-01,23.79,48.1,132
2014-05-02,29.33,36.7,152
2014-05-03,21.91,52.4,68
2014-05-04,28.86,50.1,189
2014-05-05,20.43,45.5,196
2014-05-06,23.84,50.1,196
2014-05-07,23.15,35.0,112
2014-05-08,22.3,45.5,76
2014-05-09,25.91,35.1,174
2014-05-10,24.24,39.3,102
2014-05-11,18.23,40.2,130
2014-05-12,26.77,37.4,160
2014-05-13,22.59,59.3,173
2014-05-14,26.67,45.0,100
2014-05-15,19.01,39.6,193
2014-05-16,29.31,49.6,76
2014-05-17,23.93,38.7,163
2014-05-18,18.96,46.3,123
2014-05-19,28.43,49.3,180
2014-05-20,28.54,41.0,195
2014-05-21,24.94,46.2,180
2014-05-22,23.19,54.9,60
2014-05-23,28.69,35.9,192
2014-05-24,18.43,48.5,199
2014-05-25,23.14,50.4,149
2014-05-26,24.22,42.0,116
2014-05-27,21.5,54.7,137
2014-05-28,19.61,54.0,59
2014-05-29,19.22,39.7,151
2014-05-30,27.7,46.5,197
2014-05-31,19.56,47.1,58
2014-06-01,30.44,69.4,177
2014-06-02,30.19,62.5,74
2014-06-03,28.98,58.9,196
2014-06-04,34.86,76.1,94
2014-06-05,29.3,83.6,181
2014-06-06,30.6,51.4,105
2014-06-07,32.84,74.3,126
2014-06-08,28.14,66.3,92
2014-06-09,34.07,67.3,164
2014-06-10,37.18,82.9,89
2014-06-11,35.72,61.7,129
2014-06-12,29.04,53.0,105
2014-06-13,37.65,62.9,136
2014-06-14,31.81,74.3,103
2014-06-15,34.25,69.4,178
2014-06-16,34.12,83.9,184
2014-06-17,36.79,60.8,198
2014-06-18,30.43,69.4,80
2014-06-19,28.42,53.9,188
2014-06-20,30.98,67.9,196
2014-06-21,33.28,72.8,189
2014-06-22,37.74,68.0,199
2014-06-23,33.13,77.6,136
2014-06-24,30.72,58.8,97
2014-06-25,35.7,52.5,165
2014-06-26,36.51,81.4,125
2014-06-27,31.94,60.9,90
2014-06-28,28.78,79.2,114
2014-06-29,33.85,74.2,63
2014-06-30,36.31,75.0,145
2014-07-01,31.21,75.7,182
2014-07-02,28.92,64.2,167
2014-07-03,36.78,80.8,145
2014-07-04,32.08,78.6,169
2014-07-05,31.04,65.7,135
2014-07-06,32.02,84.3,195
2014-07-07,32.93,82.0,97
2014-07-08,37.14,65.3,153
2014-07-09,29.82,54.4,76
2014-07-10,33.88,83.5,59
2014-07-11,30.22,61.4,65
2014-07-12,30.56,78.5,71
2014-07-13,32.56,84.0,177
2014-07-14,34.36,55.4,171
2014-07-15,35.4,60.2,126
2014-07-16,30.87,78.3,171
2014-07-17,28.5,54.5,124
2014-07-18,34.36,71.6,124
2014-07-19,30.3,80.9,184
2014-07-20,31.79,63.8,90
2014-07-21,29.46,69.8,96
2014-07-22,37.4,67.7,64
2014-07-23,35.94,71.7,120
2014-07-24,33.28,65.3,128
2014-07-25,36.45,60.4,143
2014-07-26,30.75,72.6,106
2014-07-27,37.95,83.0,200
2014-07-28,30.58,80.6,134
2014-07-29,31.46,72.5,121
2014-07-30,29.31,82.9,163
2014-07-31,28.43,59.2,82
2014-08-01,31.67,62.0,67
2014-08-02,31.66,77.7,80
2014-08-03,36.15,79.2,101
2014-08-04,32.74,69.8,164
2014-08-05,33.41,70.1,200
2014-08-06,37.47,63.9,162
2014-08-07,29.14,71.7,70
2014-08-08,33.29,61.8,120
2014-08-09,37.17,68.5,171
2014-08-10,34.96,80.4,181
2014-08-11,37.28,71.3,146
2014-08-12,34.84,61.8,68
2014-08-13,37.17,54.8,179
2014-08-14,34.37,76.7,171
2014-08-15,32.91,65.5,85
2014-08-16,32.67,79.6,114
2014-08-17,30.06,75.4,85
2014-08-18,35.41,52.5,152
2014-08-19,37.26,63.9,52
2014-08-20,33.48,71.6,182
2014-08-21,32.17,62.1,64
2014-08-22,31.45,80.5,66
2014-08-23,36.49,80.4,58
2014-08-24,34.59,55.4,145
2014-08-25,33.39,63.7,117
2014-08-26,29.32,53.1,140
2014-08-27,34.61,69.2,69
2014-08-28,34.42,52.1,170
2014-08-29,35.36,65.0,165
2014-08-30,29.9,66.3,197
2014-08-31,35.36,60.6,150
2014-09-01,30.38,53.1,63
2014-09-02,30.67,68.6,51
2014-09-03,31.67,83.3,66
2014-09-04,32.23,50.2,95
2014-09-05,35.74,83.9,112
2014-09-06,29.09,79.7,190
2014-09-07,37.2,63.1,161
2014-09-08,34.08,61.9,70
2014-09-09,31.99,76.2,118
2014-09-10,37.12,59.0,136
2014-09-11,31.18,80.7,127
2014-09-12,28.44,63.4,53
2014-09-13,33.21,67.1,172
2014-09-14,37.48,57.3,56
2014-09-15,31.06,61.3,125
2014-09-16,30.32,51.3,126
2014-09-17,34.38,55.6,99
2014-09-18,31.86,54.9,101
2014-09-19,35.72,71.6,117
2014-09-20,32.73,67.9,174
2014-09-21,31.66,74.4,147
2014-09-22,32.31,68.9,64
2014-09-23,31.66,74.2,120
2014-09-24,29.79,65.2,110
2014-09-25,29.84,74.2,87
2014-09-26,37.65,76.3,176
2014-09-27,35.82,60.8,178
2014-09-28,36.56,82.2,161
2014-09-29,36.69,69.3,116
2014-09-30,35.99,59.6,103
2014-10-01,15.27,52.7,160
2014-10-02,24.71,59.0,56
2014-10-03,22.73,46.1,162
2014-10-04,26.7,48.0,114
2014-10-05,27.03,57.0,185
2014-10-06,16.47,58.0,196
2014-10-07,24.24,48.5,78
2014-10-08,16.07,51.7,101
2014-10-09,19.5,61.9,158
2014-10-10,17.51,54.8,182
2014-10-11,27.36,57.2,91
2014-10-12,21.44,66.6,147
2014-10-13,25.21,60.0,62
2014-10-14,18.59,62.2,158
2014-10-15,21.03,63.5,58
2014-10-16,16.33,65.6,64
2014-10-17,27.66,65.2,194
2014-10-18,26.13,50.4,149
2014-10-19,23.38,68.9,102
2014-10-20,16.35,47.0,90
2014-10-21,27.04,56.4,63
2014-10-22,16.14,64.4,181
2014-10-23,27.24,46.9,55
2014-10-24,22.14,59.0,88
2014-10-25,25.24,68.2,129
2014-10-26,17.67,64.1,89
2014-10-27,19.78,67.3,144
2014-10-28,22.22,65.2,64
2014-10-29,24.18,66.0,141
2014-10-30,26.08,54.1,78
2014-10-31,18.23,45.3,65
2014-11-01,25.54,57.1,166
2014-11-02,27.63,49.8,62
2014-11-03,27.53,59.5,90
2014-11-04,24.19,65.7,85
2014-11-05,26.61,54.6,182
2014-11-06,15.68,63.9,74
2014-11-07,23.34,52.2,111
2014-11-08,22.27,64.4,186
2014-11-09,23.14,69.8,84
2014-11-10,20.15,58.8,80
2014-11-11,18.0,62.1,95
2014-11-12,25.21,59.7,171
2014-11-13,21.03,51.3,120
2014-11-14,21.17,46.8,163
2014-11-15,20.59,54.3,64
2014-11-16,22.36,51.6,70
2014-11-17,27.0,50.2,133
2014-11-18,26.32,66.3,126
2014-11-19,25.9,52.5,124
2014-11-20,27.64,58.7,175
2014-11-21,26.43,46.0,167
2014-11-22,24.95,69.7,155
2014-11-23,21.42,49.4,151
2014-11-24,22.35,46.2,67
2014-11-25,22.06,46.2,192
2014-11-26,15.34,69.7,107
2014-11-27,27.0,50.5,152
2014-11-28,20.56,47.1,86
2014-11-29,27.07,69.6,131
2014-11-30,27.87,57.1,159
2014-12-01,8.88,51.5,53
2014-12-02,14.7,39.8,52
2014-12-03,15.62,38.8,161
2014-12-04,6.14,59.5,116
2014-12-05,6.4,57.7,145
2014-12-06,9.7,56.1,132
2014-12-07,13.1,37.1,132
2014-12-08,6.6,61.7,175
2014-12-09,14.19,53.6,138
2014-12-10,12.95,46.0,168
2014-12-11,14.33,50.6,68
2014-12-12,15.07,69.7,105
2014-12-13,15.68,53.7,151
2014-12-14,10.02,43.2,108
2014-12-15,8.16,64.9,94
2014-12-16,16.21,69.1,126
2014-12-17,17.23,46.0,118
2014-12-18,15.39,39.9,89
2014-12-19,9.35,62.0,100
2014-12-20,11.88,42.9,107
2014-12-21,5.9,35.6,143
2014-12-22,14.88,65.9,115
2014-12-23,6.0,50.4,55
2014-12-24,9.57,61.4,166
2014-12-25,6.31,47.9,149
2014-12-26,17.99,57.4,177
2014-12-27,12.21,43.1,175
2014-12-28,13.36,57.8,124
2014-12-29,15.24,51.4,154
2014-12-30,5.45,36.0,190
2014-12-31,5.83,46.2,153
2015-01-01,12.39,42.0,157
2015-01-02,13.24,39.4,89
2015-01-03,7.99,68.5,52
2015-01-04,12.93,36.9,180
2015-01-05,9.15,53.8,189
2015-01-06,17.22,63.4,162
2015-01-07,17.19,43.8,109
2015-01-08,12.63,57.1,181
2015-01-09,16.69,48.9,200
2015-01-10,12.7,35.1,126
2015-01-11,12.25,64.5,173
2015-01-12,17.41,69.6,106
2015-01-13,13.11,65.6,166
2015-01-14,8.26,37.9,151
2015-01-15,10.99,46.4,137
2015-01-16,16.07,54.8,188
2015-01-17,15.39,66.6,70
2015-01-18,6.18,69.2,187
2015-01-19,17.18,51.8,126
2015-01-20,8.56,66.6,177
2015-01-21,6.26,56.5,119
2015-01-22,17.95,64.9,174
2015-01-23,8.8,40.2,194
2015-01-24,14.85,38.0,122
2015-01-25,13.94,59.2,51
2015-01-26,8.26,66.6,126
2015-01-27,8.38,52.9,90
2015-01-28,16.78,69.0,141
2015-01-29,8.38,46.7,138
2015-01-30,13.49,70.0,170
2015-01-31,16.11,41.9,100
2015-02-01,15.78,37.6,121
2015-02-02,8.05,64.7,163
2015-02-03,7.09,55.0,126
2015-02-04,8.43,35.2,192
2015-02-05,7.41,69.1,175
2015-02-06,8.32,62.9,96
2015-02-07,17.14,46.0,179
2015-02-08,16.39,51.2,69
2015-02-09,14.89,38.3,189
2015-02-10,10.98,65.1,195
2015-02-11,14.04,46.6,78
2015-02-12,17.65,52.0,108
2015-02-13,13.12,63.9,50
2015-02-14,17.93,61.0,161
2015-02-15,6.56,42.0,125
2015-02-16,5.62,65.2,149
2015-02-17,16.78,57.4,157
2015-02-18,5.16,49.0,193
2015-02-19,15.29,68.3,76
2015-02-20,7.27,62.9,174
2015-02-21,10.15,64.0,63
2015-02-22,6.95,62.9,137
2015-02-23,17.71,63.1,53
2015-02-24,15.19,45.6,103
2015-02-25,11.59,36.1,173
2015-02-26,7.5,48.6,115
2015-02-27,7.09,53.6,159
2015-02-28,10.61,61.5,143
2015-03-01,20.06,41.2,124
2015-03-02,28.99,57.4,86
2015-03-03,20.69,55.1,199
2015-03-04,24.82,57.2,66
2015-03-05,28.11,38.1,116
2015-03-06,19.25,57.1,78
2015-03-07,24.89,39.5,176
2015-03-08,29.44,35.5,99
2015-03-09,26.72,43.6,66
2015-03-10,28.27,43.0,185
2015-03-11,25.03,42.2,63
2015-03-12,21.64,51.0,100
2015-03-13,29.19,39.8,54
2015-03-14,25.15,44.4,122
2015-03-15,24.76,55.1,190
2015-03-16,25.32,36.1,139
2015-03-17,23.4,55.6,83
2015-03-18,28.29,47.9,186
2015-03-19,20.63,41.3,61
2015-03-20,21.65,55.1,138
2015-03-21,18.11,35.1,184
2015-03-22,26.13,51.4,190
2015-03-23,26.8,47.2,133
2015-03-24,22.56,43.0,133
2015-03-25,23.28,37.7,187
2015-03-26,20.4,44.6,161
2015-03-27,18.19,40.5,121
2015-03-28,28.27,50.5,199
2015-03-29,19.61,39.1,63
2015-03-30,28.05,40.7,169
2015-03-31,23.6,40.2,116
2015-04-01,26.19,57.3,91
2015-04-02,22.27,56.3,169
2015-04-03,23.2,47.0,124
2015-04-04,26.35,43.2,161
2015-04-05,18.44,49.9,182
2015-04-06,24.0,53.7,141
2015-04-07,29.61,39.7,76
2015-04-08,25.62,57.0,126
2015-04-09,28.12,58.7,71
2015-04-10,21.56,37.3,112
2015-04-11,25.97,59.4,113
2015-04-12,18.31,46.1,170
2015-04-13,21.18,35.7,70
2015-04-14,28.38,47.2,125
2015-04-15,18.77,58.2,50
2015-04-16,18.21,49.9,138
2015-04-17,27.31,55.5,139
2015-04-18,20.24,50.4,144
2015-04-19,21.17,47.0,134
2015-04-20,23.71,46.4,172
2015-04-21,18.59,48.1,68
2015-04-22,21.41,59.1,57
2015-04-23,26.81,57.0,54
2015-04-24,25.72,54.0,165
2015-04-25,21.48,55.3,80
2015-04-26,26.4,43.0,107
2015-04-27,26.23,46.0,138
2015-04-28,22.04,57.0,142
2015-04-29,29.35,58.7,197
2015-04-30,28.45,44.6,180
2015-05-01,18.41,45.3,191
2015-05-02,25.86,36.7,173
2015-05-03,27.75,42.1,139
2015-05-04,18.66,46.8,62
2015-05-05,20.63,49.9,97
2015-05-06,20.34,55.2,161
2015-05-07,19.88,53.4,112
2015-05-08,21.69,46.5,114
2015-05-09,19.93,35.9,107
2015-05-10,24.0,57.6,162
2015-05-11,27.97,42.0,156
2015-05-12,29.06,48.7,169
2015-05-13,29.8,40.7,186
2015-05-14,23.01,36.0,192
2015-05-15,29.7,46.8,68
2015-05-16,25.9,35.6,119
2015-05-17,19.24,48.7,75
2015-05-18,20.06,39.4,121
2015-05-19,23.71,55.3,165
2015-05-20,22.51,36.6,68
2015-05-21,20.44,55.9,85
2015-05-22,28.0,55.5,176
2015-05-23,25.24,59.6,112
2015-05-24,20.77,53.7,74
2015-05-25,26.36,59.5,99
2015-05-26,19.96,52.8,115
2015-05-27,21.97,56.0,188
2015-05-28,29.44,50.2,66
2015-05-29,19.59,43.5,183
2015-05-30,28.41,35.2,134
2015-05-31,28.13,58.3,176
2015-06-01,31.44,84.7,85
2015-06-02,34.04,79.5,113
2015-06-03,29.76,67.6,165
2015-06-04,36.44,77.4,120
2015-06-05,35.38,76.5,118
2015-06-06,37.94,62.2,96
2015-06-07,32.88,66.6,83
2015-06-08,35.41,73.0,190
2015-06-09,36.95,59.9,187
2015-06-10,31.45,53.1,104
2015-06-11,34.52,81.4,137
2015-06-12,30.75,74.9,103
2015-06-13,28.2,75.2,116
2015-06-14,36.43,68.4,85
2015-06-15,37.23,64.1,113
2015-06-16,32.58,83.1,135
2015-06-17,28.31,76.9,97
2015-06-18,35.21,64.7,133
2015-06-19,37.23,79.6,122
2015-06-20,28.1,64.3,105
2015-06-21,32.49,77.2,171
2015-06-22,35.25,83.3,52
2015-06-23,37.29,74.6,56
2015-06-24,29.02,52.8,107
2015-06-25,31.14,75.1,120
2015-06-26,31.53,78.2,141
2015-06-27,30.48,77.0,178
2015-06-28,31.8,83.3,84
2015-06-29,29.79,72.5,107
2015-06-30,34.86,76.3,95
2015-07-01,29.45,62.3,149
2015-07-02,28.39,81.2,114
2015-07-03,30.02,61.6,77
2015-07-04,36.98,64.5,171
2015-07-05,37.49,73.6,86
2015-07-06,34.18,80.2,115
2015-07-07,30.4,65.5,145
2015-07-08,37.7,71.9,61
2015-07-09,29.14,63.6,173
2015-07-10,34.39,78.2,166
2015-07-11,32.07,50.4,125
2015-07-12,30.53,84.9,50
2015-07-13,32.24,81.9,77
2015-07-14,29.37,76.5,85
2015-07-15,31.1,54.3,117
2015-07-16,35.13,51.0,110
2015-07-17,33.51,62.5,82
2015-07-18,28.71,63.8,179
2015-07-19,35.51,53.0,105
2015-07-20,34.07,50.4,123
2015-07-21,36.21,72.6,71
2015-07-22,31.15,74.2,131
2015-07-23,31.23,53.1,130
2015-07-24,35.64,66.6,181
2015-07-25,29.39,50.7,136
2015-07-26,33.42,54.0,173
2015-07-27,32.91,62.0,131
2015-07-28,31.48,82.0,180
2015-07-29,36.4,84.0,113
2015-07-30,29.76,58.1,100
2015-07-31,32.3,50.8,86
2015-08-01,34.53,51.0,92
2015-08-02,37.23,60.8,81
2015-08-03,32.73,78.0,82
2015-08-04,30.63,59.2,150
2015-08-05,28.09,77.4,64
2015-08-06,31.83,80.0,112
2015-08-07,35.18,80.8,82
2015-08-08,31.09,55.6,147
2015-08-09,30.26,54.6,128
2015-08-10,36.92,76.3,50
2015-08-11,30.59,75.0,102
2015-08-12,28.7,58.1,172
2015-08-13,33.45,82.9,160
2015-08-14,35.4,50.1,78
2015-08-15,31.64,54.7,133
2015-08-16,33.78,65.1,97
2015-08-17,32.15,61.7,179
2015-08-18,28.81,64.3,105
2015-08-19,29.22,71.7,106
2015-08-20,29.06,58.6,192
2015-08-21,33.38,62.5,187
2015-08-22,28.05,60.2,177
2015-08-23,29.29,63.2,88
2015-08-24,37.99,78.9,86
2015-08-25,31.73,65.5,171
2015-08-26,34.42,65.6,119
2015-08-27,36.7,77.3,142
2015-08-28,29.67,73.3,126
2015-08-29,35.8,78.2,189
2015-08-30,30.69,58.2,109
2015-08-31,35.33,69.2,180
2015-09-01,29.27,63.8,149
2015-09-02,28.63,74.6,177
2015-09-03,28.35,79.5,60
2015-09-04,37.3,63.3,196
2015-09-05,30.46,84.9,119
2015-09-06,29.83,75.0,178
2015-09-07,34.17,55.4,144
2015-09-08,35.81,57.6,55
2015-09-09,36.26,63.7,158
2015-09-10,32.0,65.7,115
2015-09-11,32.39,79.3,137
2015-09-12,29.07,68.7,196
2015-09-13,33.36,52.6,168
2015-09-14,35.2,62.6,127
2015-09-15,31.41,75.0,141
2015-09-16,29.26,62.6,106
2015-09-17,33.11,82.8,55
2015-09-18,31.48,52.1,114
2015-09-19,30.22,66.1,122
2015-09-20,37.99,68.5,137
2015-09-21,29.23,63.1,141
2015-09-22,28.81,64.3,165
2015-09-23,37.81,55.4,73
2015-09-24,37.39,75.9,125
2015-09-25,29.57,84.6,126
2015-09-26,34.56,74.7,159
2015-09-27,33.8,82.1,199
2015-09-28,29.25,65.9,158
2015-09-29,37.27,54.4,81
2015-09-30,32.42,78.2,156
2015-10-01,25.13,65.5,198
2015-10-02,25.92,58.3,72
2015-10-03,20.67,53.0,67
2015-10-04,25.93,60.8,152
2015-10-05,22.16,57.4,94
2015-10-06,23.32,66.1,52
2015-10-07,20.53,59.7,112
2015-10-08,21.8,62.3,178
2015-10-09,27.9,49.2,52
2015-10-10,20.38,65.2,72
2015-10-11,23.0,45.2,93
2015-10-12,15.08,68.2,129
2015-10-13,20.62,50.1,138
2015-10-14,21.42,57.6,83
2015-10-15,26.37,45.1,162
2015-10-16,27.9,54.5,111
2015-10-17,16.34,59.0,68
2015-10-18,21.89,60.0,167
2015-10-19,15.07,57.5,196
2015-10-20,22.87,65.7,174
2015-10-21,18.65,54.8,94
2015-10-22,24.3,67.5,186
2015-10-23,24.31,47.1,150
2015-10-24,26.17,60.4,146
2015-10-25,25.25,62.9,58
2015-10-26,24.62,46.2,173
2015-10-27,19.06,65.2,176
2015-10-28,15.92,58.4,190
2015-10-29,25.06,67.7,60
2015-10-30,27.8,69.5,179
2015-10-31,23.45,69.3,168
2015-11-01,22.3,64.6,166
2015-11-02,25.67,49.9,103
2015-11-03,22.08,64.1,179
2015-11-04,24.97,50.3,74
2015-11-05,15.1,50.3,105
2015-11-06,15.88,61.5,89
2015-11-07,19.63,63.0,60
2015-11-08,17.87,58.0,105
2015-11-09,17.63,59.3,157
2015-11-10,27.17,48.7,112
2015-11-11,15.39,65.8,52
2015-11-12,18.0,64.2,195
2015-11-13,16.09,60.0,97
2015-11-14,27.64,58.4,173
2015-11-15,19.98,54.8,80
2015-11-16,24.67,63.3,145
2015-11-17,15.11,53.3,53
2015-11-18,24.5,57.1,192
2015-11-19,27.83,63.8,51
2015-11-20,18.41,60.9,132
2015-11-21,26.8,64.6,138
2015-11-22,26.74,60.8,100
2015-11-23,25.76,51.7,148
2015-11-24,21.16,48.1,191
2015-11-25,22.48,57.3,64
2015-11-26,21.39,61.2,116
2015-11-27,20.0,46.4,87
2015-11-28,17.34,56.0,116
2015-11-29,22.59,69.7,173
2015-11-30,15.19,60.3,121
2015-12-01,9.54,68.0,89
2015-12-02,9.99,53.7,170
2015-12-03,11.97,38.0,199
2015-12-04,14.13,55.9,134
2015-12-05,9.06,50.0,162
2015-12-06,9.04,39.1,90
2015-12-07,9.57,69.7,67
2015-12-08,16.55,54.6,110
2015-12-09,10.13,42.0,84
2015-12-10,8.15,42.9,179
2015-12-11,13.42,42.1,198
2015-12-12,12.62,50.0,63
2015-12-13,6.92,68.2,118
2015-12-14,17.19,65.6,50
2015-12-15,14.74,46.9,149
2015-12-16,15.29,69.5,73
2015-12-17,5.72,36.6,179
2015-12-18,6.27,57.8,127
2015-12-19,13.99,36.9,159
2015-12-20,8.35,46.1,178
2015-12-21,15.24,60.5,136
2015-12-22,12.29,63.2,59
2015-12-23,11.27,53.9,118
2015-12-24,11.75,59.2,59
2015-12-25,16.6,38.4,141
2015-12-26,6.04,49.9,163
2015-12-27,13.12,43.6,76
2015-12-28,9.92,59.7,104
2015-12-29,10.67,57.0,200
2015-12-30,9.89,52.8,77
2015-12-31,9.99,68.6,106
2016-01-01,15.73,61.7,104
2016-01-02,15.99,63.7,182
2016-01-03,6.85,43.0,152
2016-01-04,6.01,57.1,120
2016-01-05,12.3,68.0,137
2016-01-06,12.65,36.7,170
2016-01-07,13.27,41.0,66
2016-01-08,8.85,58.1,82
2016-01-09,17.83,47.2,57
2016-01-10,6.72,36.4,126
2016-01-11,10.71,59.4,51
2016-01-12,17.61,56.2,188
2016-01-13,16.84,35.8,189
2016-01-14,6.02,55.6,63
2016-01-15,9.79,35.8,121
2016-01-16,6.64,61.3,75
2016-01-17,7.4,55.8,135
2016-01-18,17.99,38.9,92
2016-01-19,8.74,49.0,181
2016-01-20,13.44,49.0,50
2016-01-21,17.84,65.0,60
2016-01-22,10.69,58.4,162
2016-01-23,17.37,39.9,181
2016-01-24,13.51,53.3,75
2016-01-25,9.66,67.2,74
2016-01-26,13.87,36.7,167
2016-01-27,12.34,59.5,142
2016-01-28,7.93,40.4,56
2016-01-29,6.87,52.8,90
2016-01-30,10.4,63.5,153
2016-01-31,7.89,44.0,115
2016-02-01,14.83,64.7,98
2016-02-02,17.62,53.9,198
2016-02-03,17.51,55.7,60
2016-02-04,14.94,42.7,112
2016-02-05,8.88,46.2,106
2016-02-06,11.73,52.7,153
2016-02-07,7.05,59.1,144
2016-02-08,5.69,40.9,123
2016-02-09,6.0,53.8,179
2016-02-10,6.8,43.2,101
2016-02-11,7.88,58.9,152
2016-02-12,8.39,62.6,113
2016-02-13,12.31,45.6,153
2016-02-14,9.62,45.3,80
2016-02-15,13.06,58.0,188
2016-02-16,11.04,46.6,111
2016-02-17,6.17,48.2,86
2016-02-18,17.65,53.8,69
2016-02-19,9.33,54.3,65
2016-02-20,9.7,44.0,101
2016-02-21,5.9,50.1,185
2016-02-22,17.12,69.0,58
2016-02-23,16.94,68.3,81
2016-02-24,8.39,62.6,187
2016-02-25,16.38,69.4,118
2016-02-26,6.8,45.2,199
2016-02-27,13.11,37.8,155
2016-02-28,6.72,69.8,103
2016-02-29,14.75,67.5,158
2016-03-01,19.78,37.9,145
2016-03-02,21.4,37.5,51
2016-03-03,25.1,38.3,108
2016-03-04,25.16,56.9,50
2016-03-05,29.4,38.6,189
2016-03-06,20.68,58.0,68
2016-03-07,19.4,40.7,162
